check_id,check_syntax,description
612,invalid_count({column_name}) = {threshold}:\n  - invalid format: date eu,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
613,invalid_count({column_name}) < {threshold}:\n  - invalid format: date eu,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
614,invalid_count({column_name}) > {threshold}:\n  - invalid format: date eu,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
615,invalid_count({column_name}) <= {threshold}:\n  - invalid format: date eu,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
616,invalid_count({column_name}) >= {threshold}:\n  - invalid format: date eu,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
617,invalid_count({column_name}) != {threshold}:\n  - invalid format: date eu,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
618,invalid_count({column_name}) <> {threshold}:\n  - invalid format: date eu,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
619,invalid_count({column_name}) between {threshold}:\n  - invalid format: date eu,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
620,invalid_count({column_name}) not between {threshold}:\n  - invalid format: date eu,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a date: dd/mm/yyyy (excluding time) a date (excluding time): dd/mm/yyyy"
621,invalid_count({column_name}) = {threshold}:\n  - invalid format: date inverse,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
622,invalid_count({column_name}) < {threshold}:\n  - invalid format: date inverse,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
623,invalid_count({column_name}) > {threshold}:\n  - invalid format: date inverse,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
624,invalid_count({column_name}) <= {threshold}:\n  - invalid format: date inverse,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
625,invalid_count({column_name}) >= {threshold}:\n  - invalid format: date inverse,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
626,invalid_count({column_name}) != {threshold}:\n  - invalid format: date inverse,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
627,invalid_count({column_name}) <> {threshold}:\n  - invalid format: date inverse,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
628,invalid_count({column_name}) between {threshold}:\n  - invalid format: date inverse,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
629,invalid_count({column_name}) not between {threshold}:\n  - invalid format: date inverse,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is a date (excluding time): yyyy/mm/dd"
630,invalid_count({column_name}) = {threshold}:\n  - invalid format: date iso 8601,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
631,invalid_count({column_name}) < {threshold}:\n  - invalid format: date iso 8601,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
632,invalid_count({column_name}) > {threshold}:\n  - invalid format: date iso 8601,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
633,invalid_count({column_name}) <= {threshold}:\n  - invalid format: date iso 8601,"Checks if the invalid count for {column_name} is less or falls within the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
634,invalid_count({column_name}) >= {threshold}:\n  - invalid format: date iso 8601,"Checks if the invalid count for {column_name} exceeds or falls within the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
635,invalid_count({column_name}) != {threshold}:\n  - invalid format: date iso 8601,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
636,invalid_count({column_name}) <> {threshold}:\n  - invalid format: date iso 8601,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
637,invalid_count({column_name}) between {threshold}:\n  - invalid format: date iso 8601,"Checks if the invalid count for {column_name} is between the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
638,invalid_count({column_name}) not between {threshold}:\n  - invalid format: date iso 8601,"Checks if the invalid count for {column_name} is not between the given {threshold}, ensuring the format is ISO 8601 for date and/or time"
639,invalid_count({column_name}) = {threshold}:\n  - invalid format: date us,"Checks if the invalid count for {column_name} is not equal to the given {threshold}, ensuring the format is a date (excluding time): mm/dd/yyyy"
640,invalid_count({column_name}) < {threshold}:\n  - invalid format: date us,"Checks if the invalid count for {column_name} is less than the given {threshold}, ensuring the format is a date (excluding time): mm/dd/yyyy"
641,invalid_count({column_name}) > {threshold}:\n  - invalid format: date us,"Checks if the invalid count for {column_name} is exceeds the given {threshold}, ensuring the format is a date (excluding time): mm/dd/yyyy"
